id,rama_derecho,texto_original,texto_limpieza_base,texto_limpio_lematizado
337,Laboral,El empleador reconoce la estabilidad laboral reforzada de el fuero sindical de los delegados mediante previa autorización de la oficina judicial competente.,el empleador reconoce la estabilidad laboral reforzada de el fuero sindical de los delegados mediante previa autorizacion de la oficina judicial competente,empleador reconocer estabilidad laboral reforzado fuero sindical delegado previo autorizacion oficina judicial competente
338,Civil_Y_Tierras,El predio sirviente constituye gravamen de hipoteca mediante la propiedad privada sujeta a función social inscrito debidamente en la Oficina de Registro de Instrumentos Públicos.,el predio sirviente constituye gravamen de hipoteca mediante la propiedad privada sujeta a funcion social inscrito debidamente en la oficina de registro de instrumentos publicos,predio sirviente constituir gravamen hipoteca propiedad privado sujeto funcion social inscrito debidamente oficina registro instrumento publico
339,Disciplinario_Policial,El comité disciplinario de la entidad será sancionado con destitución e inhabilidad ante actos que configuren discriminación u hostigamiento durante todas las actuaciones de la etapa de juzgamiento.,el comite disciplinario de la entidad sera sancionado con destitucion e inhabilidad ante actos que configuren discriminacion u hostigamiento durante todas las actuaciones de la etapa de juzgamiento,comite disciplinario entidad sancionado destitucion inhabilidad acto configurir discriminacion hostigamiento actuación etapa juzgamiento
340,Etnico_Y_Victimas,"El refugiado extranjero goza de medidas de protección contra la verdad, la justicia y la reparación integral coordinando acciones con el marco de la Constitución colombiana.",el refugiado extranjero goza de medidas de proteccion contra la verdad la justicia y la reparacion integral coordinando acciones con el marco de la constitucion colombiana,refugiado extranjero gozar medida proteccion justicia reparacion integral coordinar acción marco constitucion colombiano
341,Familia,El comisario de familia suspende temporalmente la custodia y cuidado personal del menor de acuerdo con los ingresos reales demostrados.,el comisario de familia suspende temporalmente la custodia y cuidado personal del menor de acuerdo con los ingresos reales demostrados,comisario familia suspender temporalmente custodia cuidado personal menor ingreso real demostrado
342,Laboral,El sindicato de la institución exige el reconocimiento de las horas extras y recargos nocturnos sin que medie discriminación por razones de nacionalidad o género.,el sindicato de la institucion exige el reconocimiento de las horas extras y recargos nocturnos sin que medie discriminacion por razones de nacionalidad o genero,sindicato institucion exigir reconocimiento hora extra recargo nocturno medie discriminacion razón nacionalidad genero
343,Civil_Y_Tierras,El poseedor del bien inmueble solicita la restitución del predio por la servidumbre de tránsito hacia la vía pública tras demostrarse una explotación agraria pacífica y continua.,el poseedor del bien inmueble solicita la restitucion del predio por la servidumbre de transito hacia la via publica tras demostrarse una explotacion agraria pacifica y continua,poseedor inmueble solicitar restitucion predio servidumbre transito via publicar demostrar él explotacion agrario pacifico continuo
344,Disciplinario_Policial,El servidor público será sancionado con destitución e inhabilidad ante el incumplimiento estricto de la Constitución Política lo cual genera una investigación interna de carácter preferente.,el servidor publico sera sancionado con destitucion e inhabilidad ante el incumplimiento estricto de la constitucion politica lo cual genera una investigacion interna de caracter preferente,servidor publico sancionado destitucion inhabilidad incumplimiento estricto constitucion politico generar investigacion interno caracter preferente
345,Etnico_Y_Victimas,"La población víctima del conflicto armado recibirá atención humanitaria de emergencia por la consulta previa, libre e informada financiado por el fondo nacional de atención a víctimas.",la poblacion victima del conflicto armado recibira atencion humanitaria de emergencia por la consulta previa libre e informada financiado por el fondo nacional de atencion a victimas,poblacion victimo conflicto armado recibira atencion humanitaria emergencia consulta previo libre informado financiado fondo nacional atencion victima
346,Familia,El juez promiscuo municipal deberá fijar la unión marital de hecho patrimonial ante la notaría pública o centro de conciliación.,el juez promiscuo municipal debera fijar la union marital de hecho patrimonial ante la notaria publica o centro de conciliacion,juez promiscuo municipal deberar fijar union marital patrimonial notaria publico centro conciliacion
347,Laboral,El trabajador de la empresa denuncia el acoso laboral y el fuero sindical de los delegados dentro de los términos establecidos por el Código Sustantivo del Trabajo.,el trabajador de la empresa denuncia el acoso laboral y el fuero sindical de los delegados dentro de los terminos establecidos por el codigo sustantivo del trabajo,trabajador empresa denunciar acoso laboral fuero sindical delegado termino establecido codigo sustantivo trabajo
348,Civil_Y_Tierras,El acreedor hipotecario exige el deslinde y amojonamiento de el terreno rural explotado económicamente para evitar conflictos de tenencia entre los campesinos de la región.,el acreedor hipotecario exige el deslinde y amojonamiento de el terreno rural explotado economicamente para evitar conflictos de tenencia entre los campesinos de la region,acreedor hipotecario exigir deslinde amojonamiento terreno rural explotado economicamente evitar conflicto tenencia campesino region
349,Disciplinario_Policial,El personero municipal asume la responsabilidad legal por el abuso de autoridad contra los ciudadanos durante todas las actuaciones de la etapa de juzgamiento.,el personero municipal asume la responsabilidad legal por el abuso de autoridad contra los ciudadanos durante todas las actuaciones de la etapa de juzgamiento,personero municipal asumir responsabilidad legal abuso autoridad ciudadano actuación etapa juzgamiento
350,Etnico_Y_Victimas,El colectivo afrodescendiente tramita la devolución y saneamiento de el despojo violento de predios rurales financiado por el fondo nacional de atención a víctimas.,el colectivo afrodescendiente tramita la devolucion y saneamiento de el despojo violento de predios rurales financiado por el fondo nacional de atencion a victimas,colectivo afrodescendiente tramito devolucion saneamiento despojo violento predio rural financiado fondo nacional atencion victima
351,Familia,El juez promiscuo municipal solicita la regulación urgente de la custodia y cuidado personal del menor de forma inmediata para mitigar el riesgo inminente.,el juez promiscuo municipal solicita la regulacion urgente de la custodia y cuidado personal del menor de forma inmediata para mitigar el riesgo inminente,juez promiscuo municipal solicitar regulacion urgente custodia cuidado personal menor forma inmediato mitigar riesgo inminente
352,Laboral,El juez laboral del circuito denuncia el acoso laboral y el fuero sindical de los delegados bajo la gravedad de sanción por reincidencia o mora.,el juez laboral del circuito denuncia el acoso laboral y el fuero sindical de los delegados bajo la gravedad de sancion por reincidencia o mora,juez laboral circuito denunciar acoso laboral fuero sindical delegado gravedad sancion reincidencia mora
